,age,workclass,fnlwgt,education,education_num,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,country,target,biased_pred,adv_pred,lfr_pred,eq_pred,roc_pred,adveq_pred,adv_change,lfr_change,roc_change,eq_change,adveq_change
20387,33,Private,132601,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1,1,1.0,1,1,0.0,1,0.0,0,-1.0,0,0
29345,32,Private,53135,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
21301,29,Private,137476,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,1,1,1.0,1,0,1.0,1,0.0,0,0.0,-1,0
7023,50,Private,400630,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
28525,47,Local-gov,154033,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
15276,31,Private,99844,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24459,32,Private,98656,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
19879,31,Private,259531,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
29453,18,Private,324011,9th,5,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
31167,51,Self-emp-not-inc,134447,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
31338,46,Private,149640,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,England,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
11489,39,Private,190719,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
20473,43,Federal-gov,114537,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,1,0.0,1,1,0.0,1,-1.0,0,-1.0,0,0
2713,39,Private,185520,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,8614,0,40,United-States,1,1,1.0,0,1,1.0,1,0.0,-1,0.0,0,0
28626,38,Private,43712,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,60,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
10980,54,Private,145714,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,25,United-States,1,1,1.0,0,1,1.0,1,0.0,-1,0.0,0,0
7848,45,Local-gov,167159,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,1,1,1.0,0,1,1.0,1,0.0,-1,0.0,0,0
25017,66,Private,174788,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
759,37,Private,103408,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18236,32,,143162,10th,6,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,0,0,0.0,1,0,0.0,0,0.0,1,0.0,0,0
18476,34,Private,236861,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25703,19,,185619,Some-college,10,Never-married,,Own-child,White,Female,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
3276,34,Local-gov,220066,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
17120,37,Private,176967,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
23045,34,Private,160634,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
4984,27,Private,194652,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
9575,24,Private,227070,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,0,0,0.0,1,0,0.0,0,0.0,1,0.0,0,0
1409,33,Private,130021,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
27431,24,Private,267945,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24222,58,Private,203735,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
15991,28,Private,192588,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25089,39,Private,176296,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,60,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
1739,57,Local-gov,52267,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,0,0,0.0,0,0,0.0,1,0.0,0,0.0,0,1
24810,43,Private,196545,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
4620,40,Private,191196,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
26896,47,Self-emp-inc,205100,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,Germany,0,1,1.0,0,1,0.0,0,0.0,-1,-1.0,0,-1
17159,39,Private,111268,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
27221,48,Self-emp-not-inc,107231,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
29367,33,Federal-gov,78307,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
22132,30,Federal-gov,266463,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
32379,25,Private,273792,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,37,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
22558,42,Private,68469,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
14884,78,Self-emp-not-inc,59583,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
1461,46,Private,161508,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
15881,30,Private,302473,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
12,23,Private,122272,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24529,48,Private,176732,9th,5,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
23812,22,Private,211678,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
7802,26,Private,261278,Some-college,10,Separated,Sales,Other-relative,Black,Male,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5013,48,Local-gov,142719,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,0.0,1,1,0.0,1,-1.0,0,-1.0,0,0
17447,21,Private,152246,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
7577,25,Private,53903,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
8698,44,Self-emp-not-inc,104973,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18497,50,Self-emp-inc,132716,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,1,1,1.0,1,1,0.0,0,0.0,0,-1.0,0,-1
22582,17,Private,198146,11th,7,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
13874,37,Private,184964,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,1,1,0.0,1,1,0.0,1,-1.0,0,-1.0,0,0
704,46,Private,295566,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,25236,0,65,United-States,1,1,1.0,1,0,1.0,1,0.0,0,0.0,-1,0
28570,48,Private,145636,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,1,0,0.0,0,0,0.0,1,0.0,0,0.0,0,1
29382,26,State-gov,294400,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18499,45,Private,167617,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
14671,37,Private,186434,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25565,34,State-gov,20057,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,38,Philippines,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
1063,34,Private,157886,Assoc-acdm,12,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
3938,38,Private,82622,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
371,17,Private,89821,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
8624,32,Private,282611,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
29490,29,Private,239753,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,20,United-States,0,0,0.0,1,0,0.0,0,0.0,1,0.0,0,0
26547,58,Private,256274,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
11900,32,Private,236543,12th,8,Divorced,Protective-serv,Own-child,White,Male,0,0,54,Mexico,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
28983,33,Private,339482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25499,27,Local-gov,163862,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5548,57,,199114,10th,6,Separated,,Not-in-family,White,Male,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
2614,41,Private,304906,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
31017,48,Federal-gov,328606,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
20175,27,Private,199314,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Poland,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18616,33,Private,213308,Assoc-voc,11,Separated,Adm-clerical,Own-child,Black,Female,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
17634,40,Self-emp-not-inc,198953,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Black,Female,0,0,2,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
32312,34,Private,346034,12th,8,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,35,Mexico,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
23930,42,Private,157425,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,0,0,1.0,1,1,0.0,0,1.0,1,0.0,1,0
5219,51,Self-emp-inc,166386,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,35,Taiwan,0,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
2637,33,Private,118941,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
23445,22,Private,298227,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
15453,47,State-gov,100818,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1,0,1.0,1,1,0.0,1,1.0,1,0.0,1,1
29090,53,Private,247651,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,56,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
4215,53,,158352,Masters,14,Never-married,,Not-in-family,White,Female,8614,0,35,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25360,34,State-gov,366198,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Germany,1,1,1.0,1,1,0.0,1,0.0,0,-1.0,0,0
2841,45,Local-gov,132563,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Female,0,1726,40,United-States,0,0,0.0,1,0,0.0,1,0.0,1,0.0,0,1
21682,25,Private,324609,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
1785,42,Local-gov,339671,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,8614,0,45,United-States,1,0,1.0,0,1,0.0,1,1.0,0,0.0,1,1
8172,22,Private,48347,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5657,33,Private,260782,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
20988,50,Private,128478,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,0,1,0.0,0,0,0.0,1,-1.0,-1,-1.0,-1,0
12092,52,Private,204447,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,United-States,1,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
11136,46,Self-emp-not-inc,224108,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,0,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
27882,41,Private,216461,Some-college,10,Divorced,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5340,74,,204840,5th-6th,3,Married-civ-spouse,,Husband,White,Male,0,0,56,Mexico,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6877,19,,371827,HS-grad,9,Never-married,,Own-child,White,Male,0,0,40,Portugal,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24981,43,Self-emp-inc,140988,Bachelors,13,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,45,India,0,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
25863,29,Private,174419,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
2839,38,Private,103751,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5196,40,State-gov,506329,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,1,1,1.0,0,1,1.0,1,0.0,-1,0.0,0,0
27104,33,Local-gov,190027,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,18,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
17105,27,Private,188171,10th,6,Never-married,Adm-clerical,Own-child,White,Male,0,0,60,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
26010,68,Self-emp-not-inc,166083,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
28995,46,Private,104632,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
2909,55,Self-emp-inc,183869,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,,1,1,0.0,1,1,0.0,1,-1.0,0,-1.0,0,0
16777,45,Private,191703,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18258,45,Private,114459,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
8895,32,Private,103608,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24167,23,Private,245147,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
7801,37,Private,191754,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,1,1,0.0,1,1,0.0,1,-1.0,0,-1.0,0,0
14883,48,Private,193775,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Male,0,0,38,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
29961,24,Private,275884,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
14841,30,Private,252646,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
12681,34,Private,152453,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Guatemala,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
26094,19,Private,227178,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
10714,45,Private,81400,1st-4th,2,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,El-Salvador,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
17483,24,Local-gov,203924,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,0,1,0.0,0,0,0.0,0,-1.0,-1,-1.0,-1,-1
3096,22,,175586,HS-grad,9,Never-married,,Unmarried,Black,Female,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
629,49,Private,268090,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,United-States,1,1,0.0,0,1,0.0,0,-1.0,-1,-1.0,0,-1
3332,34,Private,19847,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
8763,26,Private,247025,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18038,31,Private,195136,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,32,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
4342,18,Private,80163,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
9574,19,Private,113546,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,56,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
4304,41,Private,221947,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,1,1,0.0,0,0,0.0,0,-1.0,-1,-1.0,-1,-1
17155,32,Private,291147,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
19347,41,Private,424478,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,45,United-States,1,1,0.0,0,0,0.0,0,-1.0,-1,-1.0,-1,-1
6713,48,Private,205424,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
27820,71,Private,99894,5th-6th,3,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,75,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
1558,25,Private,352057,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
15147,30,State-gov,242122,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
12884,61,State-gov,199495,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
21061,38,Private,191479,Some-college,10,Divorced,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25105,38,Private,320451,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
14011,38,Private,363395,Some-college,10,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18376,31,Private,176711,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
20657,46,Self-emp-inc,175958,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18287,40,Private,53727,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
26181,46,Private,501671,10th,6,Divorced,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
14886,24,Private,308205,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
32274,34,Private,286020,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
14795,59,Private,174864,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,45,United-States,1,1,0.0,0,0,0.0,0,-1.0,-1,-1.0,-1,-1
2607,45,Private,192835,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
10018,45,Private,162494,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,19,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
26971,38,Private,255621,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
28169,30,Private,262994,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
959,42,Private,176286,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,1.0,1,1,0.0,1,0.0,0,-1.0,0,0
26092,41,Local-gov,132125,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,1,0.0,0,0,0.0,0,-1.0,-1,-1.0,-1,-1
9245,72,,33608,Some-college,10,Married-civ-spouse,,Husband,White,Male,9386,0,30,United-States,1,1,1.0,0,1,0.0,1,0.0,-1,-1.0,0,0
2608,23,Private,203240,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
17739,42,Private,187294,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
13813,31,Private,43819,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,43,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
182,30,Private,633742,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6794,20,Private,339588,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Peru,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
16903,40,Federal-gov,121012,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,48,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
18009,36,Federal-gov,186934,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1848,55,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
14958,52,Local-gov,108083,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,1,0.0,1,1,0.0,1,-1.0,0,-1.0,0,0
