,age,workclass,fnlwgt,education,education_num,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,country,target,biased_pred,adv_pred,lfr_pred,eq_pred,adv_change,lfr_change,eq_change,nch
23952,59,Private,81929,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,1,1,1.0,1,1,0.0,0,0,0.0
30751,27,Private,44767,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
30486,34,Private,234537,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
15624,29,Private,24562,Bachelors,13,Divorced,Other-service,Unmarried,Other,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
24658,22,Private,175883,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
17467,50,Local-gov,139296,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
23580,44,Self-emp-not-inc,89172,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,0,0,0.0,1,0,0.0,1,0,1.0
19195,62,Self-emp-inc,24050,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,15,United-States,0,0,0.0,0,0,0.0,0,0,0.0
26770,40,Private,126845,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
15315,60,State-gov,165827,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,60,United-States,1,1,1.0,1,1,0.0,0,0,0.0
14363,23,,55492,Assoc-voc,11,Never-married,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0,0.0
3916,27,,130856,Bachelors,13,Never-married,,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
21024,43,Private,182437,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,1,0,0.0,0,0,0.0,0,0,0.0
27969,42,Private,100800,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
21843,35,Private,77820,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0,0,0.0,0,0,0.0,0,0,0.0
30394,61,Private,172037,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
16129,19,Private,109854,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
10336,18,State-gov,191117,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0,0.0
23006,40,Private,200479,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
8263,52,Private,213209,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
24197,37,Private,195189,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
2105,17,,103810,12th,8,Never-married,,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
11391,58,,147653,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,36,United-States,0,0,1.0,1,1,1.0,1,1,3.0
3586,28,Private,50814,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
3527,24,Private,102493,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
11606,30,Private,164190,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,52,United-States,1,1,1.0,1,0,0.0,0,-1,1.0
26098,37,Private,179481,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
26354,43,Private,498079,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,1,0,0.0,1,0,1.0
16952,22,Private,229456,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,38,United-States,0,0,0.0,0,0,0.0,0,0,0.0
26689,40,Local-gov,99185,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
5658,38,Private,169926,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,United-States,1,1,1.0,1,1,0.0,0,0,0.0
15424,63,,321403,9th,5,Separated,,Not-in-family,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
16457,55,Private,198145,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,1,1,1.0,1,1,0.0,0,0,0.0
22448,49,Private,43206,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,1,0,1.0,0,1,1.0,0,1,2.0
1426,45,Self-emp-inc,36228,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386,0,35,United-States,1,0,1.0,0,0,1.0,0,0,1.0
30414,48,Private,131309,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,1,1.0,1,1,0.0,0,0,0.0
8448,49,Private,196571,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1,1,0.0,1,1,-1.0,0,0,1.0
17526,36,Private,107125,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
30373,36,Private,531055,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,48,United-States,1,0,0.0,0,0,0.0,0,0,0.0
8558,28,Private,142712,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
7108,48,Private,108699,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
21466,32,State-gov,213389,Some-college,10,Divorced,Protective-serv,Unmarried,White,Female,0,1726,38,United-States,0,0,0.0,0,0,0.0,0,0,0.0
10223,27,Self-emp-not-inc,243569,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
5600,44,Private,376072,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,1,0,0.0,0,0,0.0,0,0,0.0
9376,42,Private,194636,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
18431,33,Private,315143,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Cuba,1,0,0.0,0,0,0.0,0,0,0.0
20484,58,Self-emp-not-inc,450544,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,0.0,1,0,-1.0,0,-1,2.0
18654,39,Private,190297,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United-States,1,1,1.0,1,1,0.0,0,0,0.0
31688,34,Self-emp-inc,343789,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,1,1,1.0,1,1,0.0,0,0,0.0
18307,33,Private,419895,5th-6th,3,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,Mexico,0,0,0.0,0,0,0.0,0,0,0.0
10281,17,Private,234780,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
10019,35,Private,171968,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
15056,50,Private,338283,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
24089,35,Self-emp-inc,111319,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,45,United-States,1,0,0.0,1,0,0.0,1,0,1.0
9988,43,Private,153489,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,1,0.0,1,1,-1.0,0,0,1.0
20087,27,Private,191177,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
29208,37,Self-emp-inc,97986,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,0,0,0.0,0,0,0.0,0,0,0.0
29981,54,Self-emp-inc,223752,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,,1,1,1.0,1,1,0.0,0,0,0.0
1688,53,Private,117496,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,36,Canada,0,0,0.0,0,0,0.0,0,0,0.0
23029,63,Self-emp-not-inc,231105,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,1,0,0.0,0,0,0.0,0,0,0.0
10711,20,Private,194504,Some-college,10,Separated,Sales,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
30044,54,Local-gov,29887,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States,0,1,0.0,0,0,-1.0,-1,-1,3.0
13828,31,Private,87950,Assoc-voc,11,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
21075,33,Private,176673,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
1498,36,Self-emp-not-inc,105021,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1,0,0.0,0,0,0.0,0,0,0.0
32270,60,Private,127084,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2042,34,United-States,0,1,0.0,0,0,-1.0,-1,-1,3.0
12145,64,Private,133166,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,5,United-States,0,0,0.0,0,0,0.0,0,0,0.0
27131,24,Private,442274,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
31207,48,Private,97863,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Italy,1,0,1.0,0,0,1.0,0,0,1.0
29148,78,Private,135566,HS-grad,9,Widowed,Sales,Unmarried,White,Female,2329,0,12,United-States,0,0,0.0,0,0,0.0,0,0,0.0
6144,57,Private,562558,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
12125,31,Private,126501,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
25827,40,Local-gov,105862,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,40,United-States,0,0,1.0,1,1,1.0,1,1,3.0
16298,19,Private,343200,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0,0.0
12808,48,Private,272778,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,0,0,0.0,0,0,0.0,0,0,0.0
15457,22,Private,141040,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0,0.0
11539,42,Private,136419,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,0,0.0,0,0,0.0,0,0,0.0
12200,57,Self-emp-not-inc,222216,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States,0,1,1.0,1,1,0.0,0,0,0.0
2104,35,Private,163392,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,,0,0,0.0,0,0,0.0,0,0,0.0
20636,23,Private,151888,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,4650,0,50,Ireland,0,0,0.0,0,0,0.0,0,0,0.0
8600,31,Private,295922,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
10970,21,Private,170800,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0,0.0
3734,18,Private,148644,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,28,United-States,0,0,0.0,0,0,0.0,0,0,0.0
1711,47,Federal-gov,168191,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,0,0,1.0,0,0,1.0,0,0,1.0
19809,35,Private,187089,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,42,United-States,1,1,1.0,1,1,0.0,0,0,0.0
2592,77,Self-emp-not-inc,145329,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,401,0,20,United-States,0,0,0.0,0,0,0.0,0,0,0.0
17971,34,Private,245173,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,1669,45,United-States,0,0,0.0,0,0,0.0,0,0,0.0
10217,49,Private,133729,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,17,United-States,0,0,0.0,0,0,0.0,0,0,0.0
10756,25,Private,282313,10th,6,Never-married,Handlers-cleaners,Own-child,Black,Male,0,1602,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
16157,33,Private,309350,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
25217,45,Local-gov,160187,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
11773,61,,222395,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
4190,30,Private,327202,12th,8,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
31576,38,Private,133963,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,1,0,0.0,0,1,0.0,0,1,1.0
12073,32,State-gov,127651,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
1963,49,Private,268022,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,1,0.0,1,1,-1.0,0,0,1.0
17324,49,State-gov,206577,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
22871,40,Local-gov,101795,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,42,United-States,0,0,0.0,0,0,0.0,0,0,0.0
385,23,Private,396099,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0,0.0
13391,54,Private,185407,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
4645,45,Private,186272,9th,5,Married-civ-spouse,Adm-clerical,Husband,Black,Male,5178,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
31075,26,Private,76491,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,0,0,0.0,1,0,0.0,1,0,1.0
11876,53,Private,22418,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
24062,24,Private,237341,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,0,1.0,1,1,1.0,1,1,3.0
28187,29,Private,499197,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
25852,36,Self-emp-not-inc,67728,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,1,0.0,0,1,-1.0,-1,0,2.0
23946,20,Self-emp-not-inc,306710,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
14573,60,Self-emp-inc,336188,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,80,United-States,1,1,1.0,1,1,0.0,0,0,0.0
8607,22,,246386,HS-grad,9,Never-married,,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
14090,35,Self-emp-not-inc,77146,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,45,United-States,0,0,0.0,0,0,0.0,0,0,0.0
9828,64,State-gov,216160,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Columbia,1,0,0.0,0,0,0.0,0,0,0.0
9339,46,Private,213408,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,Cuba,0,0,0.0,0,0,0.0,0,0,0.0
21833,46,Private,201699,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
16847,32,Private,95885,11th,7,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,13550,0,60,United-States,1,1,1.0,0,1,0.0,-1,0,1.0
14103,20,Private,181370,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
31126,46,Private,109209,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
27327,27,Private,41099,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
8704,70,Private,102610,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,80,United-States,0,0,0.0,0,0,0.0,0,0,0.0
19633,57,Private,197642,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
3742,30,Private,173647,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
3918,47,Private,76612,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
20840,39,Private,230329,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0,0.0
6667,36,Private,263130,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
13750,45,Private,238567,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,England,1,1,1.0,0,1,0.0,-1,0,1.0
21436,31,Private,354464,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
9644,18,Private,238401,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0,0.0
2909,55,Self-emp-inc,183869,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,,1,1,0.0,1,1,-1.0,0,0,1.0
22434,45,Private,168262,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,1,0,0.0,1,0,1.0
12597,57,Private,180779,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,1,1,1.0,1,1,0.0,0,0,0.0
16044,58,Private,316235,HS-grad,9,Divorced,Sales,Other-relative,White,Female,0,0,32,United-States,0,0,0.0,0,0,0.0,0,0,0.0
20424,68,Private,50351,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,6360,0,20,United-States,0,0,0.0,0,0,0.0,0,0,0.0
10713,26,Private,187652,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
11824,50,Local-gov,20795,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1,1,0.0,0,0,-1.0,-1,-1,3.0
3676,44,Private,100584,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
26189,17,Private,230789,9th,5,Never-married,Sales,Own-child,Black,Male,0,0,22,United-States,0,0,0.0,0,0,0.0,0,0,0.0
32379,25,Private,273792,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,37,United-States,0,0,0.0,0,0,0.0,0,0,0.0
10069,45,Private,210875,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
6792,47,Federal-gov,191858,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
19836,34,Private,154667,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,0,0,0.0,1,1,0.0,1,1,2.0
6345,42,Self-emp-inc,369781,7th-8th,4,Divorced,Craft-repair,Unmarried,White,Male,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0,0.0
24162,22,Private,113550,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
24033,25,Local-gov,182380,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
11862,23,Private,172047,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
2647,50,Private,273536,7th-8th,4,Married-civ-spouse,Sales,Husband,Other,Male,0,0,49,Dominican-Republic,0,0,0.0,0,0,0.0,0,0,0.0
5515,21,State-gov,140764,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,0,0,0.0,0,0,0.0,0,0,0.0
16939,23,Private,419394,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,9,United-States,0,0,0.0,0,0,0.0,0,0,0.0
20576,68,,351402,Doctorate,16,Married-civ-spouse,,Husband,White,Male,0,0,70,United-States,0,1,1.0,1,1,0.0,0,0,0.0
1234,31,Private,106347,11th,7,Separated,Other-service,Not-in-family,Black,Female,0,0,42,United-States,0,0,0.0,0,0,0.0,0,0,0.0
22694,36,State-gov,143385,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
21433,59,Self-emp-not-inc,178353,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,0,0.0,0,0,0.0,0,0,0.0
20065,33,Private,216145,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
734,45,,51164,Some-college,10,Married-civ-spouse,,Wife,Black,Female,0,0,40,United-States,0,0,0.0,1,1,0.0,1,1,2.0
27583,24,Self-emp-not-inc,117210,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
7727,22,Private,197387,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,24,Mexico,0,0,0.0,0,0,0.0,0,0,0.0
3113,44,Private,198316,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1,1,1.0,1,1,0.0,0,0,0.0
12703,69,Private,209236,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,United-States,0,0,0.0,0,0,0.0,0,0,0.0
28985,49,Self-emp-not-inc,99335,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0,0.0
7785,32,Private,151053,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
14430,21,,206681,11th,7,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
6454,40,Private,104719,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
4030,29,Local-gov,329426,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0,0.0
6909,40,Self-emp-not-inc,192507,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0,0,0.0,0,1,0.0,0,1,1.0
4940,38,Private,207202,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,1,0,0.0,0,0,0.0,0,0,0.0
11074,53,Private,92430,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0,0.0
3823,34,Private,353213,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,0,0,0.0,0,0,0.0,0,0,0.0
