,sex,age,race,priors_count,score_factor,felony
6423,1,26,1,0,0,1
6424,1,37,1,1,1,0
6426,1,34,0,0,1,1
6428,1,25,0,2,0,1
6432,1,32,0,8,0,1
6433,0,25,0,5,0,1
6435,0,33,0,2,1,1
6436,1,26,0,2,0,1
6438,1,29,0,2,1,0
6439,1,28,1,6,1,0
6440,1,53,0,20,0,1
6443,1,27,1,0,1,1
6444,1,48,1,0,1,1
6446,1,25,1,1,1,0
6447,1,67,1,0,1,1
6448,1,29,0,2,0,0
6449,0,53,0,3,1,1
6451,1,49,0,0,1,1
6452,0,44,1,0,1,0
6454,1,26,0,10,0,1
6456,1,46,0,0,1,0
6457,1,30,1,1,1,1
6458,0,48,0,0,0,1
6459,1,77,0,1,1,0
6460,1,21,0,2,0,1
6462,1,54,0,4,1,1
6463,1,54,1,3,1,1
6464,1,26,0,15,0,1
6465,1,23,0,8,0,1
6467,1,39,1,2,1,1
6469,1,29,0,1,1,0
6470,1,30,0,9,1,0
6471,1,41,0,6,1,1
6472,1,32,0,1,0,0
6473,1,48,0,12,0,0
6475,1,52,0,0,0,0
6476,1,31,0,3,1,1
6477,1,22,1,1,0,1
6479,0,46,1,0,1,0
6481,1,29,0,7,1,1
6482,0,22,0,0,0,1
6484,1,39,0,8,1,1
6485,1,35,0,9,0,1
6486,1,26,0,1,1,0
6487,1,27,0,1,1,1
6488,1,27,0,5,0,1
6489,0,34,1,10,0,1
6493,0,32,0,0,1,0
6495,1,25,0,5,0,1
6496,1,22,1,2,0,0
6498,1,52,0,7,0,1
6499,1,21,0,2,0,1
6500,1,28,0,11,0,1
6503,1,23,1,4,1,0
6505,1,31,0,1,1,0
6506,1,34,1,1,0,0
6507,1,32,0,0,1,0
6508,0,50,1,0,1,0
6509,1,27,0,1,0,0
6510,0,26,0,4,1,1
6511,1,27,0,4,0,1
6512,1,29,1,0,1,1
6514,1,58,0,0,1,0
6515,1,27,0,14,0,1
6516,1,28,0,5,0,1
6517,1,24,0,15,0,1
6519,1,50,1,0,1,0
6520,0,30,0,15,0,1
6523,1,43,1,0,1,1
6524,1,24,1,0,1,1
6525,1,34,0,10,0,1
6527,1,26,1,2,1,1
6528,1,31,1,0,1,1
6529,1,23,0,1,1,1
6530,1,39,0,0,1,1
6531,1,50,0,4,1,1
6532,0,22,0,0,0,0
6533,0,25,0,0,1,0
6534,0,21,0,2,0,1
6535,1,20,1,1,1,1
6536,1,54,0,12,0,0
6537,0,27,0,2,0,1
6538,1,45,1,5,0,1
6539,1,34,0,13,0,1
6540,0,55,1,0,1,1
6541,1,24,0,0,1,0
6542,1,20,0,0,0,1
6543,1,37,0,5,0,0
6544,0,34,1,1,1,0
6545,0,41,0,2,0,1
6546,1,21,0,1,0,1
6547,1,22,0,3,1,1
6548,1,24,0,0,0,1
6549,1,42,1,8,1,1
6550,0,23,0,0,1,0
6553,1,20,1,0,1,0
6554,0,44,1,0,1,1
6555,1,20,0,0,1,0
6556,1,27,0,5,0,0
6557,1,20,1,0,0,0
6558,1,20,0,0,0,1
6559,1,28,1,1,1,1
6560,1,29,0,9,0,1
6561,1,21,0,0,0,1
6563,0,24,0,2,0,1
6567,0,24,0,0,0,1
6568,1,23,0,3,0,1
6569,1,27,1,0,1,1
6570,1,24,1,0,1,1
6571,1,31,0,6,0,0
6572,1,22,0,0,1,1
6575,1,54,1,0,1,1
6577,0,35,0,7,0,1
6578,0,53,0,0,0,1
6579,1,26,0,9,1,0
6580,1,48,0,7,1,0
6582,0,56,0,2,1,0
6583,1,25,0,6,0,1
6584,0,49,1,0,1,1
6585,1,34,1,0,1,0
6586,1,21,0,0,0,0
6587,1,23,1,0,0,1
6588,1,57,1,0,1,1
6591,1,25,1,5,0,1
6592,0,42,0,1,0,1
6593,1,51,0,1,0,1
6597,1,53,0,13,0,0
6598,0,43,0,6,0,1
6599,1,34,0,0,1,1
6600,0,27,1,2,0,1
6601,1,51,0,0,1,0
6602,1,26,1,1,1,0
6603,1,47,0,5,0,1
6604,1,22,1,0,1,1
6605,0,36,1,0,1,1
6607,1,41,1,4,1,1
6610,1,25,0,6,0,0
6614,1,33,1,0,1,0
6616,0,44,1,3,1,1
6617,1,46,1,0,1,1
6618,0,28,0,1,1,1
6619,1,28,0,5,0,1
6620,1,66,0,5,1,1
6621,1,20,1,0,1,0
6622,1,27,0,2,1,1
6624,1,25,0,3,1,1
6626,0,39,0,1,0,1
6627,0,41,0,7,1,1
6628,1,26,0,0,1,1
6629,1,25,0,2,0,0
6632,1,22,0,2,0,1
6634,1,25,0,7,0,1
6638,0,20,1,0,0,0
6639,1,56,1,5,0,0
6640,1,25,0,5,0,1
6641,0,48,0,1,1,1
6642,1,21,0,1,0,1
6643,1,31,1,2,1,0
6644,1,35,1,0,1,0
6646,1,34,0,2,1,1
6647,1,32,0,0,0,1
6649,0,31,0,1,1,1
6654,1,31,0,11,0,0
6655,1,28,0,3,1,0
6657,0,27,0,10,0,1
6658,1,24,0,0,0,1
6659,1,49,1,0,1,1
6660,0,40,1,0,1,1
6661,1,22,0,4,0,0
6662,1,28,0,5,1,1
6664,1,24,0,2,0,1
6665,1,49,1,1,1,0
6666,1,33,1,0,0,0
6669,1,44,1,0,0,1
6670,1,41,0,12,0,1
6671,1,46,1,0,1,1
6672,1,57,0,2,1,0
6674,1,32,0,0,0,1
6675,1,36,0,1,0,0
6676,1,30,0,1,0,0
6677,1,28,0,0,1,0
6678,1,31,1,3,1,0
6679,1,29,0,8,0,1
6680,1,21,0,1,0,0
6681,1,23,0,5,0,1
6683,1,25,1,4,0,1
6684,0,49,0,25,0,1
6687,0,25,0,1,0,0
6689,1,35,0,9,0,1
6692,1,32,0,0,0,0
6693,0,23,0,0,1,0
6695,1,23,0,4,0,1
6696,0,26,0,0,0,0
6697,1,31,0,9,0,1
6698,1,22,0,0,1,0
6699,0,20,1,0,0,1
6700,1,24,0,1,1,1
6701,1,37,0,0,0,0
6702,1,29,0,0,0,1
6704,1,29,0,9,0,1
6705,1,49,1,3,1,1
6706,1,31,0,2,1,1
6707,1,59,1,0,1,0
6708,1,39,0,2,1,0
6709,1,23,0,1,0,1
6710,1,27,0,3,1,1
6711,1,22,0,1,0,1
6712,1,21,1,0,0,1
6713,1,36,0,0,1,1
6714,1,30,0,10,0,1
6715,1,31,1,3,0,0
6719,1,26,1,0,1,1
6720,1,24,0,0,1,0
6722,1,27,0,11,0,1
6723,1,28,1,4,1,1
6725,1,54,1,3,1,1
6726,1,57,1,0,1,0
6728,1,30,0,2,1,1
6730,0,31,0,4,0,1
6731,1,29,1,0,1,1
6734,1,22,0,0,1,0
6736,1,35,0,0,0,0
6737,1,29,0,2,1,1
6738,1,30,0,14,0,1
6740,1,27,0,2,0,1
6741,0,63,1,0,1,0
6742,1,27,0,6,0,1
6744,1,36,1,0,0,1
6746,1,21,0,0,0,1
6747,1,23,1,1,1,1
6749,1,40,0,1,1,1
6750,1,30,0,3,0,0
6751,1,41,0,1,0,0
6752,1,56,1,0,1,0
6753,1,23,0,1,1,1
6754,1,61,0,14,1,0
6756,1,20,0,0,0,1
6757,1,49,1,2,1,1
6758,1,31,0,6,0,1
6759,1,50,0,7,0,1
6760,0,31,0,3,1,0
6761,1,32,0,4,0,1
6763,1,44,0,0,1,1
6765,1,62,0,0,1,0
6766,1,43,0,3,1,1
6768,0,24,0,1,1,0
6769,1,41,0,13,0,1
6770,1,23,1,0,0,0
6773,1,67,1,0,1,0
6776,1,20,0,0,0,1
6778,1,29,0,3,0,0
6780,0,34,1,0,1,1
6783,1,29,0,0,1,1
6784,1,46,0,4,1,1
6785,1,31,0,9,0,0
6786,1,24,0,1,1,0
6787,1,28,0,1,1,1
6788,0,25,0,0,1,0
6789,0,24,0,0,0,0
6792,1,36,1,1,1,1
6793,1,25,0,2,0,0
6794,1,29,1,0,1,1
6795,0,26,1,1,0,1
6796,1,23,0,3,0,1
6798,1,32,0,4,0,1
6800,0,26,1,0,1,1
6802,1,35,1,0,1,0
6803,1,23,0,0,1,0
6804,0,46,1,0,1,0
6805,1,41,1,0,1,1
6806,1,22,1,0,0,0
6807,1,27,0,7,0,0
6809,0,24,0,1,0,1
6810,1,27,0,10,0,1
6811,1,22,1,1,0,0
6813,1,26,0,3,0,0
6814,1,26,1,7,0,0
6815,1,29,1,3,1,1
6816,0,42,0,17,0,1
6817,1,30,0,0,1,0
6818,1,34,1,1,0,1
6819,1,23,1,3,0,0
6820,0,47,1,0,1,0
6821,1,55,1,2,1,0
6824,1,43,0,2,0,1
6825,1,45,0,38,0,1
6827,0,61,1,15,0,1
6829,1,49,1,0,1,1
6830,1,49,0,1,1,0
6831,1,42,0,1,1,1
6832,1,24,0,1,0,0
6833,1,51,1,0,1,1
6836,1,26,1,2,1,1
6837,1,28,1,2,1,1
6838,1,49,0,2,1,1
6841,1,56,1,1,1,1
6842,1,53,1,8,1,0
6845,1,41,1,3,1,0
6846,1,45,0,6,1,1
6848,0,21,0,0,0,1
6849,1,27,1,2,1,0
6850,1,21,0,0,1,1
6851,1,31,1,0,1,1
6853,1,30,0,8,0,1
6855,1,23,0,0,1,1
6856,1,52,1,1,1,1
6857,1,48,0,11,1,0
6858,0,51,0,3,1,0
6859,1,30,1,1,1,0
6860,0,29,0,5,1,1
6861,0,44,0,0,1,1
6862,1,34,0,12,0,1
6864,1,28,0,5,0,1
6865,1,28,0,9,0,1
6867,0,34,1,0,1,1
6868,1,23,0,3,0,0
6869,1,71,1,3,1,0
6870,1,45,1,2,1,0
6872,1,29,0,0,1,0
6877,1,52,0,17,0,1
6879,1,21,0,0,0,0
6880,1,29,1,2,1,0
6881,1,54,1,0,1,0
6884,1,27,1,0,1,1
6885,1,29,1,1,1,0
6888,0,23,0,2,0,0
6890,0,65,1,1,1,1
6892,1,31,0,15,0,1
6893,1,31,1,0,1,1
6894,1,21,0,0,0,1
6895,1,27,0,17,0,1
6896,1,33,1,1,1,1
6897,1,25,0,3,0,1
6898,1,39,1,1,1,1
6899,1,29,0,8,0,0
6900,1,27,0,15,0,1
6901,0,42,1,0,1,1
6902,1,21,1,0,0,1
6903,1,27,0,5,0,0
6904,1,36,0,2,0,0
6905,0,24,0,0,1,1
6906,0,67,1,0,1,0
6909,1,39,0,3,1,1
6912,0,25,0,1,1,1
6913,1,40,1,8,0,1
6914,1,37,0,4,1,0
6915,0,42,0,8,0,1
6917,1,26,0,8,0,1
6918,1,23,0,1,0,0
6920,0,31,1,1,1,0
6922,1,26,1,4,0,1
6923,1,51,1,2,1,0
6924,1,67,1,0,1,0
6925,1,27,0,10,0,1
6926,0,26,1,1,0,0
6927,1,55,0,3,0,0
6930,1,28,1,0,1,0
6931,0,51,1,0,1,0
6932,1,28,0,13,0,1
6933,1,22,0,0,0,1
6934,1,26,0,2,1,1
6935,0,27,0,1,1,1
6936,1,32,0,5,1,0
6937,1,36,0,11,0,1
6938,1,27,0,4,0,0
6939,1,41,1,1,1,1
6940,1,24,0,12,0,0
6941,1,61,0,11,1,1
6942,0,29,1,3,1,1
6943,1,34,1,11,1,1
6944,1,45,1,0,1,1
6945,1,21,1,3,0,1
6946,1,28,0,20,0,1
6948,1,31,1,6,1,1
6949,1,59,1,0,1,0
6950,1,40,0,8,1,0
6951,0,22,1,1,0,0
6952,1,21,0,1,1,0
6954,1,25,1,2,0,1
6955,0,25,0,1,0,1
6956,1,47,0,3,0,0
6958,1,21,0,5,0,0
6959,1,29,0,1,0,1
6960,1,40,1,4,0,1
6962,1,39,1,0,1,0
6964,0,30,0,0,0,0
6966,1,25,1,0,0,0
6967,0,21,1,0,0,0
6968,1,25,1,0,1,0
6970,1,27,0,5,0,0
6971,1,45,1,4,1,0
6972,1,32,0,4,1,1
6973,1,22,0,0,0,0
6975,0,44,0,6,0,1
6978,1,23,0,0,1,1
6979,1,46,1,0,1,1
6980,1,33,1,2,1,1
6982,0,40,1,3,1,1
6983,1,54,1,7,1,1
6984,1,21,1,0,0,0
6985,1,43,1,6,1,0
6987,1,22,0,0,0,0
6988,1,31,0,0,0,1
6989,1,32,0,6,0,1
6992,1,21,0,1,0,0
6993,1,23,1,0,0,0
6994,1,33,0,3,0,0
6995,1,64,0,0,1,0
6997,1,20,0,0,1,1
6998,1,26,1,1,1,0
6999,1,30,0,18,0,1
7001,1,23,0,10,0,1
7002,1,60,0,13,0,1
7003,1,46,0,2,0,1
7005,1,56,1,0,1,0
7006,0,45,0,0,1,1
7007,1,26,0,4,1,1
7008,0,47,0,4,0,0
7009,0,29,0,7,0,1
7010,1,32,0,9,0,1
7013,1,29,0,10,0,1
7015,1,22,0,1,0,1
7017,0,28,0,1,1,1
7018,1,36,1,0,1,1
7020,1,24,0,0,0,1
7021,1,33,0,9,0,0
7022,1,46,0,2,0,0
7023,1,31,1,9,0,0
7024,1,49,1,3,0,1
7025,1,24,0,0,1,1
7026,1,57,0,28,0,1
7027,1,36,0,14,0,1
7028,1,43,0,23,0,1
7029,1,42,0,0,0,0
7030,1,32,1,4,0,1
7031,1,26,1,1,1,1
7032,1,74,1,0,1,0
7033,1,24,0,3,0,1
7036,1,33,0,2,1,0
7037,1,22,0,1,0,0
7038,1,50,1,4,1,0
7039,0,28,1,7,0,1
7040,0,35,0,5,0,1
7041,1,33,0,0,1,1
7042,0,36,0,1,1,0
7043,1,28,0,2,1,1
7044,1,63,0,1,1,1
7046,0,69,1,5,1,1
7047,1,41,0,18,0,1
7048,1,44,1,1,1,0
7049,0,29,0,0,1,1
7050,0,52,1,0,1,0
7051,1,23,0,1,0,1
7053,1,26,1,0,1,1
7054,1,24,0,0,0,0
7055,1,45,0,4,1,0
7057,1,24,0,4,1,1
7059,1,47,0,0,1,0
7061,1,26,0,0,1,1
7062,1,36,0,9,0,1
7063,1,33,1,2,1,0
7064,1,52,1,1,1,0
7065,1,51,1,0,1,1
7067,1,47,0,7,1,1
7068,1,38,1,1,1,0
7069,1,67,1,1,1,1
7070,1,47,0,1,1,1
7071,1,66,1,0,1,0
7072,1,39,1,0,1,1
7073,0,49,1,2,1,0
7074,0,45,0,9,0,0
7076,0,46,1,7,0,1
7077,1,29,0,15,0,1
7078,1,28,0,2,0,0
7079,0,22,0,0,1,1
7080,1,20,0,1,0,1
7081,1,34,1,5,1,1
7083,1,22,0,8,1,1
7084,1,25,1,3,0,0
7086,1,34,0,1,0,1
7087,1,34,1,1,0,1
7088,1,54,0,10,1,1
7090,0,36,1,5,1,1
7092,1,30,0,8,0,1
7094,0,23,0,1,1,1
7095,1,40,1,0,1,1
7098,0,27,1,0,0,0
7100,1,25,0,3,0,1
7101,1,47,0,14,0,0
7102,0,27,0,3,0,1
7103,1,38,0,16,0,0
7104,1,27,0,0,1,0
7106,1,30,1,4,0,1
7108,1,33,0,4,0,0
7109,0,29,0,2,1,1
7111,1,56,0,31,0,1
7112,1,26,0,0,1,1
7113,0,28,0,5,0,1
7114,1,43,0,5,0,0
7115,1,29,0,2,1,1
7116,1,22,0,1,0,1
7117,1,74,1,2,1,1
7118,1,47,0,4,0,1
7119,0,42,1,4,0,1
7120,0,43,1,0,1,0
7121,0,28,0,6,0,0
7122,0,24,0,0,1,1
7124,1,56,0,0,1,0
7126,1,49,1,0,1,1
7129,0,24,1,1,1,1
7130,1,30,0,3,1,1
7131,1,28,1,11,0,1
7133,0,39,0,1,0,1
7134,0,26,0,4,0,1
7135,1,56,0,4,0,1
7136,1,58,1,8,1,0
7137,1,33,0,3,1,1
7138,0,31,0,9,0,1
7140,1,25,1,5,0,0
7141,1,25,1,7,0,0
7143,1,20,0,1,0,1
7144,0,30,1,3,0,1
7145,1,29,1,14,0,1
7148,1,21,0,0,0,1
7150,1,44,0,11,0,1
7151,1,30,1,2,1,1
7152,1,35,0,12,0,0
7153,1,34,1,4,0,1
7154,1,26,0,2,1,0
7155,1,51,1,4,1,0
7156,1,36,0,0,1,0
7157,1,26,1,3,1,0
7158,1,21,0,1,0,1
7159,1,59,0,5,0,0
7160,1,29,0,7,0,1
7162,1,37,0,4,1,1
7163,1,41,1,0,1,0
7165,1,23,0,0,0,1
7166,0,54,1,1,1,0
7167,1,30,1,2,0,0
7168,1,28,1,0,1,0
7169,1,22,0,0,0,0
7170,1,21,0,0,0,1
7171,1,27,0,1,0,0
7172,1,61,0,4,0,0
7175,1,60,1,0,1,0
7178,0,22,1,1,0,1
7179,0,49,1,3,1,1
7180,0,61,1,1,1,0
7181,1,51,0,7,0,0
7182,0,49,1,2,0,1
7183,0,24,0,0,0,1
7184,0,36,1,4,0,0
7185,1,42,1,5,1,1
7186,1,36,0,9,1,1
7187,1,57,1,14,1,1
7188,1,36,1,0,1,0
7189,1,34,0,3,1,0
7190,1,24,0,2,1,0
7192,1,32,1,0,1,1
7193,1,25,0,1,1,1
7194,0,30,1,2,1,0
7195,1,35,0,8,0,0
7196,1,43,0,0,1,0
7197,1,28,0,1,1,1
7198,1,32,0,4,0,1
7199,1,23,1,0,0,1
7200,0,20,0,0,0,0
7201,1,30,0,19,0,1
7204,1,30,0,2,1,0
7206,1,21,1,0,0,0
7207,1,30,0,0,1,0
7208,1,20,0,0,0,1
7209,1,23,0,0,0,1
7210,1,23,0,0,1,1
7212,0,33,0,3,1,0
